Province,Riding English,Riding French,Candidate English,Candidate French,Party,Votes,Elected
Alberta,Medicine Hat,Medicine Hat,Wally Regehr,Wally Regehr,New Democratic Party,4187,
Alberta,Medicine Hat,Medicine Hat,Dean Shock,Dean Shock,Independent,970,
Alberta,Medicine Hat,Medicine Hat,Frans Vandestroet,Frans Vandestroet,Christian Heritage Party of Canada,363,
Alberta,Peace River,Peace River,Adele Boucher Rymhs,Adele Boucher Rymhs,New Democratic Party,6108,
Alberta,Peace River,Peace River,Liliane Maisonneuve,Liliane Maisonneuve,Liberal Party of Canada,2833,
Alberta,Peace River,Peace River,Edwin Siggelkow,Edwin Siggelkow,Canadian Action Party,374,
Alberta,Peace River,Peace River,Mélanie Simard,Mélanie Simard,Libertarian Party of Canada,314,
Alberta,Peace River,Peace River,Jennifer Villebrun,Jennifer Villebrun,Green Party of Canada,3295,
Alberta,Peace River,Peace River,Chris Warkentin,Chris Warkentin,Conservative Party of Canada,29388,
Alberta,Red Deer,Red Deer,Evan Bedford,Evan Bedford,Green Party of Canada,4332,
Alberta,Red Deer,Red Deer,Earl Dreeshen,Earl Dreeshen,Conservative Party of Canada,33226,
Alberta,Red Deer,Red Deer,Garfield Marks,Garfield Marks,Liberal Party of Canada,2863,
Alberta,Red Deer,Red Deer,Stuart Somerville,Stuart Somerville,New Democratic Party,5040,
Alberta,Vegreville--Wainwright,Vegreville--Wainwright,Leon Benoit,Leon Benoit,Conservative Party of Canada,34493,
Alberta,Vegreville--Wainwright,Vegreville--Wainwright,Adam Campbell,Adam Campbell,Liberal Party of Canada,2345,
Alberta,Vegreville--Wainwright,Vegreville--Wainwright,William Munsey,William Munsey,Green Party of Canada,3876,
Alberta,Vegreville--Wainwright,Vegreville--Wainwright,Ray Stone,Ray Stone,New Democratic Party,4230,
Alberta,Westlock--St. Paul,Westlock--St. Paul,Della Drury,Della Drury,New Democratic Party,3808,
Alberta,Westlock--St. Paul,Westlock--St. Paul,Sip Hofstede,Sip Hofstede,Christian Heritage Party of Canada,510,
Alberta,Westlock--St. Paul,Westlock--St. Paul,Leila Houle,Leila Houle,Liberal Party of Canada,3416,
Alberta,Westlock--St. Paul,Westlock--St. Paul,Aden Murphy,Aden Murphy,Green Party of Canada,2522,
Alberta,Westlock--St. Paul,Westlock--St. Paul,Brian Storseth,Brian Storseth,Conservative Party of Canada,27338,
Alberta,Wetaskiwin,Wetaskiwin,Blaine Calkins,Blaine Calkins,Conservative Party of Canada,32528,
Alberta,Wetaskiwin,Wetaskiwin,Rita Katherine Dillon,Rita Katherine Dillon,Liberal Party of Canada,2362,
Alberta,Wetaskiwin,Wetaskiwin,Shawn Mann,Shawn Mann,Canadian Action Party,269,
Alberta,Wetaskiwin,Wetaskiwin,Les Parsons,Les Parsons,Green Party of Canada,3375,
Alberta,Wetaskiwin,Wetaskiwin,Tim Robson,Tim Robson,New Democratic Party,3636,
Alberta,Wild Rose,Wild Rose,Lisa Fox,Lisa Fox,Green Party of Canada,6390,
Alberta,Wild Rose,Wild Rose,Jeff Horvath,Jeff Horvath,New Democratic Party,4352,
Alberta,Wild Rose,Wild Rose,Blake Richards,Blake Richards,Conservative Party of Canada,36681,
Alberta,Wild Rose,Wild Rose,Jenn Turcott,Jenn Turcott,Liberal Party of Canada,2882,
Alberta,Wild Rose,Wild Rose,Krista Zoobkoff,Krista Zoobkoff,Libertarian Party of Canada,248,
Alberta,Yellowhead,Yellowhead,Melissa Brade,Melissa Brade,Canadian Action Party,408,
Alberta,Yellowhead,Yellowhead,Mohamed El-Rafih,Mohamed El-Rafih,Liberal Party of Canada,1489,
Alberta,Yellowhead,Yellowhead,Ken Kuzminski,Ken Kuzminski,New Democratic Party,4567,
Alberta,Yellowhead,Yellowhead,Rob Merrifield,Rob Merrifield,Conservative Party of Canada,26863,
Alberta,Yellowhead,Yellowhead,Monika Schaefer,Monika Schaefer,Green Party of Canada,3437,
Alberta,Yellowhead,Yellowhead,John M. Wierenga,John M. Wierenga,Christian Heritage Party of Canada,606,
British Columbia,Abbotsford,Abbotsford,Karen Durant,Karen Durant,Green Party of Canada,3138,
British Columbia,Abbotsford,Abbotsford,Ed Fast,Ed Fast,Conservative Party of Canada,30853,
British Columbia,Abbotsford,Abbotsford,Tim Felger,Tim Felger,Marijuana Party,358,
British Columbia,Abbotsford,Abbotsford,Bonnie Rai,Bonnie Rai,New Democratic Party,6443,
British Columbia,Abbotsford,Abbotsford,Lionel Dominique Traverse,Lionel Dominique Traverse,Liberal Party of Canada,7933,
British Columbia,Burnaby--Douglas,Burnaby--Douglas,Bill Cunningham,Bill Cunningham,Liberal Party of Canada,9177,
British Columbia,Burnaby--Douglas,Burnaby--Douglas,George Gidora,George Gidora,Communist Party of Canada,205,
British Columbia,Burnaby--Douglas,Burnaby--Douglas,Ronald Leung,Ronald Leung,Conservative Party of Canada,17139,
British Columbia,Burnaby--Douglas,Burnaby--Douglas,Doug Perry,Doug Perry,Green Party of Canada,2822,
British Columbia,Burnaby--Douglas,Burnaby--Douglas,Bill Siksay,Bill Siksay,New Democratic Party,17937,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Peter Julian,Peter Julian,New Democratic Party,20145,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Gerry Lenoski,Gerry Lenoski,Liberal Party of Canada,6681,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Carrie McLaren,Carrie McLaren,Green Party of Canada,3056,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Sam Rakhra,Sam Rakhra,Conservative Party of Canada,13151,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Joseph Theriault,Joseph Theriault,Marxist-Leninist Party of Canada,96,
British Columbia,Burnaby--New Westminster,Burnaby--New Westminster,Ismet Yetisen,Ismet Yetisen,Libertarian Party of Canada,186,
British Columbia,Cariboo--Prince George,Cariboo--Prince George,Drew Adamick,Drew Adamick,Liberal Party of Canada,4309,
British Columbia,Cariboo--Prince George,Cariboo--Prince George,Bev Collins,Bev Collins,New Democratic Party,10579,
British Columbia,Cariboo--Prince George,Cariboo--Prince George,Douglas Gook,Douglas Gook,Independent,729,
British Columbia,Cariboo--Prince George,Cariboo--Prince George,Dick Harris,Dick Harris,Conservative Party of Canada,22619,
British Columbia,Cariboo--Prince George,Cariboo--Prince George,Amber Van Drielen,Amber Van Drielen,Green Party of Canada,2614,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Helen Kormendy,Helen Kormendy,New Democratic Party,8791,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Barbara Lebeau,Barbara Lebeau,Green Party of Canada,4107,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Harold J. Ludwig,Harold J. Ludwig,Christian Heritage Party of Canada,653,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Dorothy-Jean O'Donnell,Dorothy-Jean O'Donnell,Marxist-Leninist Party of Canada,114,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Chuck Strahl,Chuck Strahl,Conservative Party of Canada,29195,
British Columbia,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Myra Sweeney,Myra Sweeney,Liberal Party of Canada,3980,
British Columbia,Delta--Richmond East,Delta--Richmond-Est,Szilvia Barna,Szilvia Barna,New Democratic Party,6773,
British Columbia,Delta--Richmond East,Delta--Richmond-Est,John Cummins,John Cummins,Conservative Party of Canada,26292,
British Columbia,Delta--Richmond East,Delta--Richmond-Est,Matthew Laine,Matthew Laine,Green Party of Canada,3662,
British Columbia,Delta--Richmond East,Delta--Richmond-Est,Dana L. Miller,Dana L. Miller,Liberal Party of Canada,10346,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Mike Bocking,Mike Bocking,New Democratic Party,16915,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Mike Gildersleeve,Mike Gildersleeve,Green Party of Canada,3936,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Randy Kamp,Randy Kamp,Conservative Party of Canada,26552,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Jeff Monds,Jeff Monds,Libertarian Party of Canada,320,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Evans Nicholson,Evans Nicholson,Independent,139,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Dan Olson,Dan Olson,Liberal Party of Canada,3400,
British Columbia,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Chum Richardson,Chum Richardson,Independent,103,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Jennifer Burgis,Jennifer Burgis,New Democratic Party,13322,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Troy DeSouza,Troy DeSouza,Conservative Party of Canada,19974,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Brian G. Gordon,Brian G. Gordon,Green Party of Canada,4957,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Keith Martin,Keith Martin,Liberal Party of Canada,20042,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Philip G. Ney,Philip G. Ney,Independent,309,
British Columbia,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Brad Rhodes,Brad Rhodes,Canadian Action Party,130,
British Columbia,Fleetwood--Port Kells,Fleetwood--Port Kells,Nao Fernando,Nao Fernando,New Democratic Party,10917,
British Columbia,Fleetwood--Port Kells,Fleetwood--Port Kells,Nina Grewal,Nina Grewal,Conservative Party of Canada,21389,
British Columbia,Fleetwood--Port Kells,Fleetwood--Port Kells,Brenda Locke,Brenda Locke,Liberal Party of Canada,12492,
British Columbia,Fleetwood--Port Kells,Fleetwood--Port Kells,Brian Newbold,Brian Newbold,Green Party of Canada,3126,
British Columbia,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Donovan Grube Cavers,Donovan Grube Cavers,Green Party of Canada,4430,
British Columbia,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Michael Crawford,Michael Crawford,New Democratic Party,19620,
British Columbia,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Cathy McLeod,Cathy McLeod,Conservative Party of Canada,25109,
British Columbia,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Ken Sommerfeld,Ken Sommerfeld,Liberal Party of Canada,5445,
British Columbia,Kelowna--Lake Country,Kelowna--Lake Country,Diana Cabott,Diana Cabott,Liberal Party of Canada,8427,
British Columbia,Kelowna--Lake Country,Kelowna--Lake Country,Ron Cannan,Ron Cannan,Conservative Party of Canada,31902,
British Columbia,Kelowna--Lake Country,Kelowna--Lake Country,Mark Haley,Mark Haley,Communist Party of Canada,218,
British Columbia,Kelowna--Lake Country,Kelowna--Lake Country,Tish Lakes,Tish Lakes,New Democratic Party,8623,
British Columbia,Kelowna--Lake Country,Kelowna--Lake Country,Angela Reid,Angela Reid,Green Party of Canada,7819,
British Columbia,Kootenay--Columbia,Kootenay--Columbia,Jim Abbott,Jim Abbott,Conservative Party of Canada,23398,
British Columbia,Kootenay--Columbia,Kootenay--Columbia,Betty Aitchison,Betty Aitchison,Liberal Party of Canada,3044,
British Columbia,Kootenay--Columbia,Kootenay--Columbia,Ralph Moore,Ralph Moore,Green Party of Canada,3933,
British Columbia,Kootenay--Columbia,Kootenay--Columbia,Leon R. Pendleton,Leon R. Pendleton,New Democratic Party,8892,
British Columbia,Langley,Langley,Andrew Claxton,Andrew Claxton,New Democratic Party,8898,
British Columbia,Langley,Langley,Jake Gray,Jake Gray,Liberal Party of Canada,5888,
British Columbia,Langley,Langley,Ron Gray,Ron Gray,Christian Heritage Party of Canada,614,
British Columbia,Langley,Langley,Patrick Meyer,Patrick Meyer,Green Party of Canada,5059,
British Columbia,Langley,Langley,Mark Warawa,Mark Warawa,Conservative Party of Canada,32594,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,Barbara Biley,Barbara Biley,Marxist-Leninist Party of Canada,154,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,John Fryer,John Fryer,Green Party of Canada,7467,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,James Lunney,James Lunney,Conservative Party of Canada,28959,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,Zeni Maartman,Zeni Maartman,New Democratic Party,19687,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,Richard Pesik,Richard Pesik,Liberal Party of Canada,5586,
British Columbia,Nanaimo--Alberni,Nanaimo--Alberni,Frank Wagner,Frank Wagner,Christian Heritage Party of Canada,186,
British Columbia,Nanaimo--Cowichan,Nanaimo--Cowichan,Jean Crowder,Jean Crowder,New Democratic Party,27144,
British Columbia,Nanaimo--Cowichan,Nanaimo--Cowichan,Jack East,Jack East,Marxist-Leninist Party of Canada,180,
British Columbia,Nanaimo--Cowichan,Nanaimo--Cowichan,Reed Elley,Reed Elley,Conservative Party of Canada,22584,
British Columbia,Nanaimo--Cowichan,Nanaimo--Cowichan,Christina Knighton,Christina Knighton,Green Party of Canada,5744,
British Columbia,Nanaimo--Cowichan,Nanaimo--Cowichan,Brian Scott,Brian Scott,Liberal Party of Canada,4429,
British Columbia,Newton--North Delta,Newton--Delta-Nord,Harjit Daudharia,Harjit Daudharia,Communist Party of Canada,121,
British Columbia,Newton--North Delta,Newton--Delta-Nord,Sukh Dhaliwal,Sukh Dhaliwal,Liberal Party of Canada,16481,
British Columbia,Newton--North Delta,Newton--Delta-Nord,James William Miller-Cousineau,James William Miller-Cousineau,Independent,179,
British Columbia,Newton--North Delta,Newton--Delta-Nord,Sandeep Pandher,Sandeep Pandher,Conservative Party of Canada,13988,
British Columbia,Newton--North Delta,Newton--Delta-Nord,John Shavluk,John Shavluk,Independent,126,
British Columbia,Newton--North Delta,Newton--Delta-Nord,Teresa Townsley,Teresa Townsley,New Democratic Party,11824,
British Columbia,Newton--North Delta,Newton--Delta-Nord,Liz Walker,Liz Walker,Green Party of Canada,2533,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Dawn Black,Dawn Black,New Democratic Party,20788,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Lewis C. Dahlby,Lewis C. Dahlby,Libertarian Party of Canada,345,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Michelle Hassen,Michelle Hassen,Liberal Party of Canada,5582,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Yonah Martin,Yonah Martin,Conservative Party of Canada,19298,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Marshall Smith,Marshall Smith,Green Party of Canada,3574,
British Columbia,New Westminster--Coquitlam,New Westminster--Coquitlam,Roland Verrier,Roland Verrier,Marxist-Leninist Party of Canada,103,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Huguette Allen,Huguette Allen,Green Party of Canada,9399,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Alice Brown,Alice Brown,New Democratic Party,10716,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Gordie Campbell,Gordie Campbell,No Affiliation,416,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Janna Francis,Janna Francis,Liberal Party of Canada,5388,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Colin Mayes,Colin Mayes,Conservative Party of Canada,28048,
British Columbia,Okanagan--Shuswap,Okanagan--Shuswap,Darren Seymour,Darren Seymour,Canadian Action Party,277,
British Columbia,North Vancouver,North Vancouver,Tunya Audain,Tunya Audain,Libertarian Party of Canada,166,
British Columbia,North Vancouver,North Vancouver,Don Bell,Don Bell,Liberal Party of Canada,21510,
British Columbia,North Vancouver,North Vancouver,Michael Charrois,Michael Charrois,New Democratic Party,5429,
British Columbia,North Vancouver,North Vancouver,Andrew Saxton,Andrew Saxton,Conservative Party of Canada,24329,
British Columbia,North Vancouver,North Vancouver,Jim Stephenson,Jim Stephenson,Green Party of Canada,6221,
British Columbia,Okanagan--Coquihalla,Okanagan--Coquihalla,Dan Bouchard,Dan Bouchard,Green Party of Canada,6687,
British Columbia,Okanagan--Coquihalla,Okanagan--Coquihalla,Stockwell Day,Stockwell Day,Conservative Party of Canada,29219,
British Columbia,Okanagan--Coquihalla,Okanagan--Coquihalla,Valerie Hallford,Valerie Hallford,Liberal Party of Canada,6070,
British Columbia,Okanagan--Coquihalla,Okanagan--Coquihalla,Ralph Poynting,Ralph Poynting,New Democratic Party,8265,
British Columbia,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Rod Brindamour,Rod Brindamour,Green Party of Canada,3568,
British Columbia,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Rob Gillespie,Rob Gillespie,Libertarian Party of Canada,321,
British Columbia,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Ron McKinnon,Ron McKinnon,Liberal Party of Canada,6918,
British Columbia,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,James Moore,James Moore,Conservative Party of Canada,25525,
British Columbia,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Zoë Royer,Zoë Royer,New Democratic Party,10415,
British Columbia,Prince George--Peace River,Prince George--Peace River,Betty Bekkering,Betty Bekkering,New Democratic Party,6138,
British Columbia,Prince George--Peace River,Prince George--Peace River,Hilary Crowley,Hilary Crowley,Green Party of Canada,3656,
British Columbia,Prince George--Peace River,Prince George--Peace River,Lindsay Gidney,Lindsay Gidney,Liberal Party of Canada,2953,
British Columbia,Prince George--Peace River,Prince George--Peace River,Jay Hill,Jay Hill,Conservative Party of Canada,22060,
British Columbia,Richmond,Richmond,Raymond Chan,Raymond Chan,Liberal Party of Canada,13221,
British Columbia,Richmond,Richmond,Wei Ping Chen,Wei Ping Chen,Independent,397,
British Columbia,Richmond,Richmond,Dale Jackaman,Dale Jackaman,New Democratic Party,5059,
British Columbia,Richmond,Richmond,Dobie Yiu-Chung To,Dobie Yiu-Chung To,Independent,93,
British Columbia,Richmond,Richmond,Michael Anthony Wolfe,Michael Anthony Wolfe,Green Party of Canada,2754,
British Columbia,Richmond,Richmond,Alice Wong,Alice Wong,Conservative Party of Canada,21329,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Jeremy Arney,Jeremy Arney,Canadian Action Party,139,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Dale P. Leier,Dale P. Leier,Libertarian Party of Canada,246,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Andrew Lewis,Andrew Lewis,Green Party of Canada,6732,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Gary Lunn,Gary Lunn,Conservative Party of Canada,27988,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Dan Moreau,Dan Moreau,Christian Heritage Party of Canada,114,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Patricia O'Brien,Patricia O'Brien,Western Block Party,195,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Briony Penn,Briony Penn,Liberal Party of Canada,25367,
British Columbia,Saanich--Gulf Islands,Saanich--Gulf Islands,Julian West,Julian West,New Democratic Party,3667,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Hondo Arendt,Hondo Arendt,Green Party of Canada,1606,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Nathan Cullen,Nathan Cullen,New Democratic Party,16978,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Mary-Etta Goodacre,Mary-Etta Goodacre,Canadian Action Party,108,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Corinna Morhart,Corinna Morhart,Liberal Party of Canada,1895,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Sharon Smith,Sharon Smith,Conservative Party of Canada,12458,
British Columbia,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Rod Taylor,Rod Taylor,Christian Heritage Party of Canada,1090,
British Columbia,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Alex Atamanenko,Alex Atamanenko,New Democratic Party,22684,
British Columbia,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Brenda Jagpal,Brenda Jagpal,Liberal Party of Canada,3265,
British Columbia,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Andy Morel,Andy Morel,Green Party of Canada,4552,
British Columbia,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Brian Sproule,Brian Sproule,Marxist-Leninist Party of Canada,79,
British Columbia,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Rob Zandee,Rob Zandee,Conservative Party of Canada,16921,
British Columbia,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,David Blair,David Blair,Green Party of Canada,4951,
British Columbia,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Russ Hiebert,Russ Hiebert,Conservative Party of Canada,31216,
British Columbia,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Judy Higginbotham,Judy Higginbotham,Liberal Party of Canada,11515,
British Columbia,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Brian Marlatt,Brian Marlatt,Progressive Canadian Party,273,
British Columbia,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Peter Prontzos,Peter Prontzos,New Democratic Party,7146,
British Columbia,Surrey North,Surrey-Nord,Rachid Arab,Rachid Arab,New Democratic Party,12608,
British Columbia,Surrey North,Surrey-Nord,Dona Cadman,Dona Cadman,Conservative Party of Canada,13718,
British Columbia,Surrey North,Surrey-Nord,Psam Frank,Psam Frank,Canadian Action Party,105,
British Columbia,Surrey North,Surrey-Nord,Alex Joehl,Alex Joehl,Libertarian Party of Canada,347,
British Columbia,Surrey North,Surrey-Nord,Dan Kashagama,Dan Kashagama,Green Party of Canada,1941,
British Columbia,Surrey North,Surrey-Nord,Bernadette Keenan,Bernadette Keenan,Independent,271,
British Columbia,Surrey North,Surrey-Nord,Nikolas Langlands,Nikolas Langlands,Progressive Canadian Party,152,
British Columbia,Surrey North,Surrey-Nord,Marc Muhammad,Marc Muhammad,Liberal Party of Canada,5232,
British Columbia,Surrey North,Surrey-Nord,Kevin Pielak,Kevin Pielak,Christian Heritage Party of Canada,484,
British Columbia,Vancouver Centre,Vancouver-Centre,Michael Byers,Michael Byers,New Democratic Party,12043,
British Columbia,Vancouver Centre,Vancouver-Centre,Adriane Carr,Adriane Carr,Green Party of Canada,10316,
British Columbia,Vancouver Centre,Vancouver-Centre,John Clarke,John Clarke,Libertarian Party of Canada,340,
British Columbia,Vancouver Centre,Vancouver-Centre,Hedy Fry,Hedy Fry,Liberal Party of Canada,19438,
British Columbia,Vancouver Centre,Vancouver-Centre,Michael Hill,Michael Hill,Marxist-Leninist Party of Canada,96,
British Columbia,Vancouver Centre,Vancouver-Centre,Lorne Mayencourt,Lorne Mayencourt,Conservative Party of Canada,14224,
British Columbia,Vancouver East,Vancouver-Est,Mike Carr,Mike Carr,Green Party of Canada,4708,
British Columbia,Vancouver East,Vancouver-Est,Libby Davies,Libby Davies,New Democratic Party,22506,
British Columbia,Vancouver East,Vancouver-Est,Anne Jamieson,Anne Jamieson,Marxist-Leninist Party of Canada,171,
British Columbia,Vancouver East,Vancouver-Est,Betty Krawczyk,Betty Krawczyk,Work Less Party,423,
British Columbia,Vancouver East,Vancouver-Est,Ken Low,Ken Low,Liberal Party of Canada,7127,
British Columbia,Vancouver East,Vancouver-Est,Ryan Warawa,Ryan Warawa,Conservative Party of Canada,6422,
British Columbia,Vancouver Island North,Île de Vancouver-Nord,Catherine Bell,Catherine Bell,New Democratic Party,23681,
British Columbia,Vancouver Island North,Île de Vancouver-Nord,Jason Draper,Jason Draper,Independent,361,
British Columbia,Vancouver Island North,Île de Vancouver-Nord,John Duncan,John Duncan,Conservative Party of Canada,26166,
British Columbia,Vancouver Island North,Île de Vancouver-Nord,Geoff Fleischer,Geoff Fleischer,Liberal Party of Canada,2391,
British Columbia,Vancouver Island North,Île de Vancouver-Nord,Philip Stone,Philip Stone,Green Party of Canada,4563,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Kimball Cariou,Kimball Cariou,Communist Party of Canada,291,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Don Davies,Don Davies,New Democratic Party,15933,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Matt Kadioglu,Matt Kadioglu,Libertarian Party of Canada,309,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Donna Petersen,Donna Petersen,Marxist-Leninist Party of Canada,149,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Salomon Rayek,Salomon Rayek,Conservative Party of Canada,12417,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Doug Warkentin,Doug Warkentin,Green Party of Canada,3031,
British Columbia,Vancouver Kingsway,Vancouver Kingsway,Wendy Yuan,Wendy Yuan,Liberal Party of Canada,13134,
British Columbia,Vancouver Quadra,Vancouver Quadra,Norris Barens,Norris Barens,Libertarian Party of Canada,332,
British Columbia,Vancouver Quadra,Vancouver Quadra,David Caplan,David Caplan,New Democratic Party,4493,
British Columbia,Vancouver Quadra,Vancouver Quadra,Dan Grice,Dan Grice,Green Party of Canada,4916,
British Columbia,Vancouver Quadra,Vancouver Quadra,Deborah Meredith,Deborah Meredith,Conservative Party of Canada,20563,
British Columbia,Vancouver Quadra,Vancouver Quadra,Joyce Murray,Joyce Murray,Liberal Party of Canada,25371,
British Columbia,Vancouver South,Vancouver-Sud,Charles Boylan,Charles Boylan,Marxist-Leninist Party of Canada,213,
British Columbia,Vancouver South,Vancouver-Sud,Ann Chambers,Ann Chambers,New Democratic Party,7288,
British Columbia,Vancouver South,Vancouver-Sud,Ujjal Dosanjh,Ujjal Dosanjh,Liberal Party of Canada,16774,
British Columbia,Vancouver South,Vancouver-Sud,Csaba Gulyas,Csaba Gulyas,Green Party of Canada,2209,
British Columbia,Vancouver South,Vancouver-Sud,Wai Young,Wai Young,Conservative Party of Canada,15995,
British Columbia,Victoria,Victoria,John Cooper,John Cooper,Christian Heritage Party of Canada,237,
British Columbia,Victoria,Victoria,Jack McClintock,Jack McClintock,Conservative Party of Canada,16337,
British Columbia,Victoria,Victoria,Anne Park Shannon,Anne Park Shannon,Liberal Party of Canada,10006,
British Columbia,Victoria,Victoria,Adam Saab,Adam Saab,Green Party of Canada,6292,
British Columbia,Victoria,Victoria,Denise Savoie,Denise Savoie,New Democratic Party,26423,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Bill Forst,Bill Forst,New Democratic Party,8565,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Ian Sutherland,Ian Sutherland,Liberal Party of Canada,15978,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,John Weston,John Weston,Conservative Party of Canada,26826,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Blair Wilson,Blair Wilson,Green Party of Canada,8644,
Yukon,Yukon,Yukon,Larry Bagnell,Larry Bagnell,Liberal Party of Canada,6567,
Yukon,Yukon,Yukon,Ken Bolton,Ken Bolton,New Democratic Party,1306,
